,station_date,split,pos_lat,pos_lon,pos_height,solution_quality,num_satellites,sdn,sde,sdu,sdne,sdeu,sdun,age,ratio,pdop,pos_uncertainty,bds_sat_count_obs,snr_mean,snr_min,snr_max,snr_std,true_h_error_m,reliability_class
2023-12-10 00:20:00,JFNG_20231210,train,30.515553569,114.491016266,74.8712,5,13,2.1682,1.4956,3.5636,0.6945,-1.1483,1.1105,0.0,0.0,4.431383030161126,2.633991381914527,22,43.92727272727273,35.3,50.2,4.327451886138057,2.0145663795890503,0
2023-12-10 00:20:30,JFNG_20231210,train,30.515555415,114.491015554,74.5611,5,13,2.1719,1.4959,3.5611,0.6966,-1.1474,1.1036,0.0,0.0,4.4312864531645895,2.6372080729438094,22,43.66363636363637,35.2,50.7,4.586475506939677,1.8396962934675043,0
2023-12-10 00:21:00,JFNG_20231210,train,30.51555506,114.491015637,74.8527,5,13,2.1756,1.4962,3.5586,0.6986,-1.1466,1.0964,0.0,0.0,4.431194394291453,2.6404260641040493,22,43.71363636363636,35.4,51.3,4.780346217243052,1.8743266136417664,0
2023-12-10 00:21:30,JFNG_20231210,train,30.515554356,114.491016271,74.7489,5,13,2.1793,1.4965,3.5562,0.7007,-1.1458,1.0892,0.0,0.0,4.431187107311087,2.643645350647473,22,43.45,32.3,50.7,5.080658937391413,1.9303827845832673,0
2023-12-10 00:22:00,JFNG_20231210,train,30.515555408,114.491016031,74.786,5,13,2.183,1.4969,3.5537,0.7027,-1.145,1.0817,0.0,0.0,4.431137810991665,2.6469224790310726,22,43.47272727272728,31.4,51.0,5.129205064017677,1.8256063865860392,0
2023-12-10 00:22:30,JFNG_20231210,train,30.515555175,114.491015784,74.9537,5,13,2.1867,1.4972,3.5512,0.7048,-1.1443,1.0741,0.0,0.0,4.431059260492913,2.650144284751304,22,43.56818181818182,33.5,51.2,5.031556264373722,1.85767746334862,0
2023-12-10 00:23:00,JFNG_20231210,train,30.515568116,114.491016571,76.4713,5,14,1.9604,1.4971,3.273,0.679,-1.1671,-0.4503,0.0,0.0,4.098415007048457,2.466673178595008,23,42.60434782608696,26.3,50.3,6.050881097438287,0.6109867256049681,0
2023-12-10 00:23:30,JFNG_20231210,train,30.515555128,114.491015344,74.68,5,13,2.194,1.498,3.5462,0.7088,-1.1431,1.0583,0.0,0.0,4.430933811286284,2.6566219151396004,22,43.37727272727272,33.7,50.0,5.019194757858676,1.876528049251261,0
2023-12-10 00:24:00,JFNG_20231210,train,30.515555474,114.491016132,74.863,5,13,2.1977,1.4984,3.5438,0.7108,-1.1425,1.0502,0.0,0.0,4.4309825422811135,2.659903729460899,22,43.63636363636363,34.6,51.2,4.89446192913558,1.8156195346615016,0
2023-12-10 00:24:30,JFNG_20231210,train,30.515554532,114.491015254,74.932,5,13,2.2014,1.4988,3.5413,0.7129,-1.142,1.0419,0.0,0.0,4.430955776127765,2.663186700177064,22,43.60454545454546,33.6,50.9,4.848217863320134,1.9418402491523212,0
2023-12-10 00:25:00,JFNG_20231210,train,30.515554704,114.491017214,74.4382,5,13,2.205,1.4992,3.5388,0.7149,-1.1415,1.0334,0.0,0.0,4.430883780917753,2.666388126286194,22,43.459090909090904,33.0,51.0,5.042926124394834,1.869131967809436,0
2023-12-10 00:25:30,JFNG_20231210,train,30.515555183,114.491016218,74.7207,5,13,2.2087,1.4997,3.5363,0.7169,-1.141,1.0246,0.0,0.0,4.430899848789182,2.669729533117541,22,43.38181818181818,32.9,51.2,5.10075964124452,1.843923276196671,0
2023-12-10 00:26:00,JFNG_20231210,train,30.515555107,114.491015633,74.9135,5,13,2.2124,1.5015,3.5355,0.7195,-1.1376,1.0165,0.0,0.0,4.432716577901186,2.673801789587254,22,43.304545454545455,32.2,50.7,5.1848200843770185,1.8695102670509092,0
2023-12-10 00:26:30,JFNG_20231210,train,30.515555818,114.491016498,74.6635,5,13,2.216,1.5022,3.5332,0.7216,-1.1369,1.0075,0.0,0.0,4.4329181224110155,2.677174039915971,22,43.45,32.9,51.0,5.2061090488551445,1.7685238040839748,0
2023-12-10 00:27:00,JFNG_20231210,train,30.515554658,114.491016506,74.8917,5,13,2.2197,1.5028,3.5309,0.7237,-1.1363,0.9984,0.0,0.0,4.433140054182814,2.68057380610943,22,43.41363636363637,32.1,50.1,5.102967899691452,1.8918259414995624,0
2023-12-10 00:27:30,JFNG_20231210,train,30.515555655,114.491015651,74.6215,5,13,2.2233,1.5034,3.5286,0.7258,-1.1357,0.989,0.0,0.0,4.4333161865583195,2.6838916613753248,22,43.39090909090909,30.6,50.4,5.232126863442008,1.81143885967963,0
2023-12-10 00:28:00,JFNG_20231210,train,30.515553502,114.491015306,75.0683,5,13,2.227,1.5041,3.5264,0.7279,-1.1351,0.9794,0.0,0.0,4.433660200105551,2.6873492162352104,22,43.695454545454545,34.9,50.0,4.78036432888573,2.0486326082607804,0
2023-12-10 00:28:30,JFNG_20231210,train,30.515553231,114.491014466,75.1366,5,13,2.2306,1.5048,3.5241,0.73,-1.1346,0.9696,0.0,0.0,4.433878686883528,2.6907246979206176,22,43.85909090909091,35.0,50.8,4.889119025804634,2.1035059964344436,0
2023-12-10 00:29:00,JFNG_20231210,train,30.515552193,114.491014088,75.0428,5,13,2.2342,1.5055,3.5219,0.7321,-1.1341,0.9596,0.0,0.0,4.434180814987139,2.69410094280077,22,43.84090909090909,35.2,50.5,4.880833173499425,2.224350848448429,0
2023-12-10 00:29:30,JFNG_20231210,train,30.515552804,114.491016379,74.9207,5,13,2.2379,1.5062,3.5197,0.7342,-1.1336,0.9494,0.0,0.0,4.434537511398455,2.6975609075607543,22,43.74999999999999,35.1,50.1,4.723069018379993,2.09372595913336,0
2023-12-10 00:30:00,JFNG_20231210,train,30.515553851,114.491016452,74.9495,5,13,2.2415,1.5069,3.5175,0.7362,-1.1332,0.9389,0.0,0.0,4.434847924111942,2.7009386997856875,22,43.80909090909091,35.5,51.5,4.8069304224817,1.9795580727676825,0
2023-12-10 00:30:30,JFNG_20231210,train,30.515563964,114.491016229,76.4715,5,14,2.0324,1.5074,3.2533,0.7201,-1.1491,-0.6392,0.0,0.0,4.1215125148420935,2.5303961191876656,23,42.88260869565217,28.8,50.5,5.623299918756298,0.9579735447135744,0
2023-12-10 00:31:00,JFNG_20231210,train,30.515550727,114.491015901,74.8868,5,13,2.2487,1.5085,3.5131,0.7404,-1.1325,0.9172,0.0,0.0,4.4355490697319535,2.707807958478592,23,42.88260869565217,31.0,49.8,5.348717108200556,2.3287348258495673,0
2023-12-10 00:31:30,JFNG_20231210,train,30.515549186,114.491015068,75.0329,5,13,2.2523,1.5092,3.511,0.7425,-1.1322,0.906,0.0,0.0,4.435950961180703,2.7111879186068975,23,42.95217391304348,29.4,50.8,5.630264773785057,2.514858759924149,0
2023-12-10 00:32:00,JFNG_20231210,train,30.515548969,114.491014871,74.876,5,13,2.2594,1.5103,3.5092,0.7423,-1.1314,0.8911,0.0,0.0,4.438510909077503,2.7177002134157475,23,43.19565217391305,30.8,50.9,5.342920401706572,2.5431421324016723,0
2023-12-10 00:32:30,JFNG_20231210,train,30.515551035,114.491015714,74.7216,5,13,2.2634,1.5112,3.5071,0.7441,-1.1311,0.8789,0.0,0.0,4.439195356142823,2.721526226219398,22,43.68181818181818,35.2,50.3,4.8208511759445605,2.300222528409087,0
2023-12-10 00:33:00,JFNG_20231210,train,30.515550599,114.491014217,74.6743,5,13,2.2675,1.512,3.505,0.7459,-1.1309,0.8664,0.0,0.0,4.439901491024322,2.7253807532159615,22,43.54090909090908,34.8,50.8,4.988812158545033,2.387864506786779,0
2023-12-10 00:33:30,JFNG_20231210,train,30.515550167,114.491014485,74.7946,5,13,2.2716,1.5129,3.503,0.7477,-1.1307,0.8536,0.0,0.0,4.440725387816725,2.7292916608526836,22,43.53181818181818,34.6,50.7,5.083623226422776,2.4258032771787787,0
2023-12-10 00:34:00,JFNG_20231210,train,30.515549975,114.491015034,74.9139,5,13,2.2757,1.5138,3.5009,0.7496,-1.1305,0.8405,0.0,0.0,4.441475176109848,2.733203419067084,22,43.61818181818182,32.9,49.8,4.954808762215739,2.4312419333912714,0
2023-12-10 00:34:30,JFNG_20231210,train,30.515550124,114.491015398,74.7106,5,13,2.2798,1.5147,3.4989,0.7514,-1.1304,0.827,0.0,0.0,4.442308559746835,2.737116024212346,23,43.04782608695652,30.6,50.2,5.524644749189135,2.4059143708587576,0
2023-12-10 00:35:00,JFNG_20231210,train,30.515548826,114.491015868,74.8749,5,13,2.2839,1.5156,3.4969,0.7532,-1.1303,0.8132,0.0,0.0,4.443146652992674,2.741029472661686,23,42.97391304347826,30.5,50.9,5.635941269397231,2.5346415148635804,0
2023-12-10 00:35:30,JFNG_20231210,train,30.515549029,114.491014364,75.0661,5,13,2.288,1.5166,3.495,0.7551,-1.1302,0.7991,0.0,0.0,4.444102222046653,2.744999009107289,23,42.939130434782605,27.8,50.6,5.759635336502318,2.550219940601515,0
2023-12-10 00:36:00,JFNG_20231210,train,30.515548871,114.491017442,74.9452,5,13,2.2921,1.5175,3.493,0.7569,-1.1302,0.7845,0.0,0.0,4.444949680255109,2.7489140874170657,23,43.2,29.0,51.0,5.558695072504959,2.49907087577829,0
2023-12-10 00:36:30,JFNG_20231210,train,30.515549554,114.4910153,75.1155,5,13,2.2963,1.5185,3.4911,0.7588,-1.1303,0.7695,0.0,0.0,4.445966166088087,2.7529685686545715,22,43.73181818181817,35.7,51.0,4.724443667286971,2.469545956784118,0
2023-12-10 00:37:00,JFNG_20231210,train,30.515549106,114.491015735,75.0996,5,13,2.3004,1.5195,3.4892,0.7606,-1.1303,0.7541,0.0,0.0,4.446935692136777,2.7569404074081834,22,43.686363636363645,33.7,51.2,4.938507144254507,2.507383876981061,0
2023-12-10 00:37:30,JFNG_20231210,train,30.515548604,114.491014641,75.1333,5,13,2.3046,1.5205,3.4873,0.7625,-1.1305,0.7382,0.0,0.0,4.447961634276987,2.76099645237005,22,43.50909090909091,35.1,50.5,4.953200897823461,2.5881745919900707,0
2023-12-10 00:38:00,JFNG_20231210,train,30.515548031,114.491015299,74.9005,5,13,2.3087,1.5215,3.4855,0.7643,-1.1306,0.7219,0.0,0.0,4.449018789575967,2.7649697900700474,22,43.49090909090909,34.3,51.1,5.121840172559737,2.63346772699687,0
2023-12-10 00:38:30,JFNG_20231210,train,30.515546516,114.491014746,74.6518,5,13,2.3129,1.5226,3.4837,0.7662,-1.1308,0.705,0.0,0.0,4.450166610364156,2.76908236966689,22,43.50454545454546,34.8,51.8,4.988985704026256,2.809778264079946,0
2023-12-10 00:39:00,JFNG_20231210,train,30.515547525,114.491015571,74.8436,5,13,2.3171,1.5236,3.4819,0.7681,-1.131,0.6875,0.0,0.0,4.451284868439673,2.77314070504906,22,43.627272727272725,35.2,51.3,4.79565098795444,2.681967491266144,0
2023-12-10 00:39:30,JFNG_20231210,train,30.515548475,114.491015951,74.9259,5,13,2.3213,1.5247,3.4801,0.7699,-1.1313,0.6695,0.0,0.0,4.452442002991168,2.777254720042798,22,43.50454545454546,35.5,51.0,5.079414783757529,2.570820506117762,0
2023-12-10 00:40:00,JFNG_20231210,train,30.515548516,114.491014977,75.0169,5,13,2.3255,1.5258,3.4784,0.7718,-1.1316,0.6508,0.0,0.0,4.453681898160218,2.7813694270988165,22,43.48181818181819,33.5,50.5,5.098425187637786,2.5890415780961495,0
2023-12-10 00:40:30,JFNG_20231210,train,30.515546323,114.491016012,74.8947,5,13,2.3297,1.5269,3.4767,0.7737,-1.1319,0.6314,0.0,0.0,4.454926328234845,2.7854848231501816,22,43.29090909090909,31.9,51.2,5.578607873015077,2.803271484227572,0
2023-12-10 00:41:00,JFNG_20231210,train,30.515545393,114.4910151,74.8672,5,13,2.334,1.528,3.475,0.7756,-1.1323,0.6112,0.0,0.0,4.45622766474066,2.7896845699827786,22,43.38181818181818,31.6,51.3,5.568502950365126,2.9230797306944845,0
2023-12-10 00:41:30,JFNG_20231210,train,30.515546752,114.491016081,75.2003,5,13,2.3382,1.5291,3.4734,0.7775,-1.1327,0.5901,0.0,0.0,4.457559153841932,2.793801361943973,22,43.45,33.3,51.4,5.135288743214979,2.755227662948764,0
2023-12-10 00:42:00,JFNG_20231210,train,30.515545419,114.491015252,75.1513,5,13,2.3425,1.5303,3.4718,0.7794,-1.1331,0.5681,0.0,0.0,4.458981899492304,2.7980572438747564,22,43.47272727272727,34.3,51.3,5.363117591758575,2.9170024373597507,0
2023-12-10 00:42:30,JFNG_20231210,train,30.515545576,114.491014751,75.1055,5,13,2.3468,1.5314,3.4702,0.7813,-1.1336,0.545,0.0,0.0,4.460374899041559,2.802259124349495,22,43.445454545454545,33.4,52.2,5.552667936417701,2.9110551108016955,0
2023-12-10 00:43:00,JFNG_20231210,train,30.515545471,114.491014564,74.9979,5,13,2.351,1.5326,3.4687,0.7832,-1.1341,0.5208,0.0,0.0,4.461831849139991,2.8064325682260742,22,43.15909090909091,32.4,51.7,5.687217002140611,2.9267030875558575,0
2023-12-10 00:43:30,JFNG_20231210,train,30.515546881,114.491016289,75.3659,5,13,2.3553,1.5338,3.4672,0.7851,-1.1346,0.4951,0.0,0.0,4.463345871652789,2.8106904009513394,22,43.1,31.0,50.7,5.69076110065797,2.73714015788779,0
2023-12-10 00:44:00,JFNG_20231210,train,30.515545067,114.491015474,74.8134,5,13,2.3597,1.535,3.4657,0.7871,-1.1352,0.4678,0.0,0.0,4.464917197440508,2.815032697856279,22,42.845454545454544,29.4,51.1,6.105011779773143,2.950603863229861,0
2023-12-10 00:44:30,JFNG_20231210,train,30.515546455,114.491014423,75.0982,5,13,2.364,1.5363,3.4643,0.789,-1.1358,0.4387,0.0,0.0,4.466552157984949,2.8193463231749303,22,43.02272727272728,28.0,50.8,6.130868952485782,2.824144362768281,0
2023-12-10 00:45:00,JFNG_20231210,train,30.515544791,114.491016954,75.3329,5,13,2.3683,1.5375,3.4629,0.791,-1.1365,0.4072,0.0,0.0,4.468157064159675,2.8236060525505327,22,43.21818181818182,30.5,50.2,5.541929899681791,2.9541226090375856,0
2023-12-10 00:45:30,JFNG_20231210,train,30.515542608,114.491015104,75.2186,5,13,2.3727,1.5388,3.4615,0.7929,-1.1372,0.3728,0.0,0.0,4.469853798503928,2.8280047259507897,21,43.94285714285714,36.1,51.0,4.821158722607193,3.2254182888597973,1
2023-12-10 00:46:00,JFNG_20231210,train,30.515545774,114.491016381,75.165,5,13,2.377,1.54,3.4602,0.7949,-1.1379,0.3346,0.0,0.0,4.471544815832667,2.83226570081269,21,43.86666666666667,35.3,51.0,5.099640510205924,2.8561811260062275,0
2023-12-10 00:46:30,JFNG_20231210,train,30.515546789,114.4910171,75.3204,5,13,2.3814,1.5413,3.4589,0.7968,-1.1386,0.2911,0.0,0.0,4.473327716588625,2.83666558656462,21,43.919047619047625,35.0,51.5,5.09093498756555,2.732754074439306,0
2023-12-10 00:47:00,JFNG_20231210,train,30.515544157,114.491016088,75.0753,5,13,2.3858,1.5427,3.4577,0.7988,-1.1394,0.2395,0.0,0.0,4.475226722748245,2.8411203652784582,21,43.75714285714286,35.2,51.1,5.046045127480671,3.0380576237726262,1
2023-12-10 00:47:30,JFNG_20231210,train,30.515544615,114.491017605,75.0093,5,13,2.3902,1.544,3.4565,0.8008,-1.1402,0.1726,0.0,0.0,4.477095519418811,2.845521400376388,21,43.904761904761905,35.3,50.5,4.92000774292848,2.963931894001937,0
2023-12-10 00:48:00,JFNG_20231210,train,30.515546131,114.491017635,75.0291,5,13,2.3947,1.5453,3.4553,0.8028,-1.1411,0.0453,0.0,0.0,4.479022021602483,2.850007049114089,21,43.785714285714285,34.7,50.8,5.032522798188372,2.7967410566166193,0
2023-12-10 00:48:30,JFNG_20231210,train,30.515544176,114.491017016,75.0666,5,13,2.3991,1.5467,3.4542,0.8048,-1.1419,-0.1609,0.0,0.0,4.481010972983664,2.8544634697259657,21,43.63333333333333,33.9,50.7,5.31453980447351,3.020662119000309,1
2023-12-10 00:49:00,JFNG_20231210,train,30.515544596,114.491017741,75.0925,5,13,2.4036,1.548,3.4531,0.8068,-1.1429,-0.2324,0.0,0.0,4.483023150732104,2.8589503248570094,21,43.93333333333334,34.9,50.9,5.024274408641843,2.96420199551661,0
2023-12-10 00:49:30,JFNG_20231210,train,30.515543486,114.49101658,75.2219,5,13,2.408,1.5494,3.4521,0.8088,-1.1438,-0.2869,0.0,0.0,4.485097409198601,2.863407822857233,21,43.71904761904762,35.3,50.8,4.936762000301315,3.1031601497763424,1
